subjectID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q16,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q45,region,q1_T2,q2_T2,q3_T2,q4_T2,q5_T2,q6_T2,q7_T2,q8_T2,q9_T2,q10_T2,q16_T2,q20_T2,q21_T2,q22_T2,q23_T2,q24_T2,q25_T2,q26_T2,q27_T2,q28_T2,q29_T2,q30_T2,q31_T2,q45_T2,Employment Status,Student Status,Sex,age
sub00465,2.0,69.0,3.0,80.0,4.0,6.0,95.0,43.0,78.0,58.0,5.0,52.0,36.0,17.0,5.0,0.0,1.0,25.0,75.0,79.0,87.0,87.0,83.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,26.0
sub01104,20.0,31.0,94.0,50.0,51.0,32.0,19.0,18.0,61.0,66.0,62.0,83.0,88.0,85.0,86.0,84.0,51.0,4.0,11.0,10.0,48.0,5.0,7.0,50.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,46.0
sub01325,1.0,39.0,9.0,27.0,23.0,38.0,25.0,15.0,22.0,42.0,9.0,49.0,7.0,5.0,0.0,0.0,27.0,76.0,83.0,36.0,23.0,71.0,87.0,15.0,California,4.0,24.0,18.0,54.0,16.0,27.0,26.0,20.0,20.0,49.0,11.0,5.0,0.0,1.0,0.0,0.0,77.0,81.0,78.0,64.0,90.0,91.0,91.0,24.0,,,Female,65.0
sub00242,25.0,12.0,0.0,15.0,67.0,28.0,31.0,30.0,71.0,15.0,7.0,41.0,3.0,0.0,0.0,0.0,10.0,58.0,16.0,72.0,62.0,94.0,63.0,57.0,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,34.0
sub00650,37.0,47.0,10.0,38.0,48.0,50.0,53.0,52.0,73.0,68.0,2.0,55.0,13.0,0.0,0.0,0.0,0.0,35.0,13.0,7.0,86.0,82.0,88.0,95.0,California,49.0,32.0,21.0,30.0,40.0,50.0,49.0,48.0,53.0,43.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,70.0,67.0,61.0,100.0,95.0,100.0,88.0,Full-Time,No,Male,40.0
sub01304,10.0,75.0,24.0,35.0,13.0,25.0,26.0,12.0,66.0,71.0,5.0,27.0,15.0,6.0,0.0,0.0,18.0,1.0,1.0,71.0,21.0,75.0,27.0,38.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,,Female,43.0
sub01220,16.0,29.0,46.0,50.0,69.0,36.0,62.0,67.0,16.0,68.0,0.0,7.0,0.0,0.0,0.0,0.0,16.0,18.0,1.0,0.0,72.0,10.0,10.0,73.0,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Female,32.0
sub00144,7.0,86.0,68.0,51.0,11.0,21.0,21.0,17.0,78.0,79.0,67.0,62.0,43.0,15.0,0.0,0.0,1.0,59.0,49.0,64.0,98.0,88.0,49.0,100.0,California,14.0,78.0,87.0,50.0,36.0,22.0,7.0,14.0,70.0,90.0,1.0,87.0,50.0,49.0,11.0,0.0,0.0,89.0,54.0,84.0,97.0,98.0,64.0,98.0,Other,No,Male,60.0
sub00890,52.0,54.0,98.0,25.0,49.0,51.0,60.0,100.0,22.0,73.0,4.0,44.0,30.0,12.0,0.0,0.0,0.0,0.0,68.0,75.0,97.0,96.0,17.0,100.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Male,27.0
sub00292,72.0,66.0,30.0,45.0,61.0,63.0,57.0,59.0,65.0,47.0,33.0,7.0,0.0,0.0,0.0,0.0,21.0,75.0,19.0,74.0,53.0,63.0,60.0,100.0,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,33.0
sub00784,59.0,49.0,76.0,30.0,64.0,57.0,58.0,61.0,71.0,43.0,100.0,26.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Female,22.0
sub00397,68.0,28.0,23.0,66.0,70.0,69.0,72.0,73.0,73.0,42.0,48.0,67.0,42.0,21.0,13.0,4.0,6.0,61.0,81.0,14.0,100.0,100.0,100.0,84.0,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,38.0
sub00550,14.0,76.0,5.0,9.0,6.0,49.0,85.0,92.0,42.0,76.0,5.0,51.0,27.0,23.0,0.0,0.0,0.0,63.0,95.0,51.0,100.0,100.0,94.0,100.0,California,37.0,92.0,3.0,89.0,22.0,29.0,51.0,76.0,33.0,69.0,21.0,14.0,0.0,0.0,0.0,0.0,11.0,16.0,75.0,77.0,100.0,100.0,24.0,100.0,Full-Time,No,Male,56.0
sub01520,18.0,21.0,60.0,62.0,81.0,26.0,32.0,50.0,73.0,51.0,12.0,94.0,92.0,92.0,78.0,55.0,51.0,12.0,8.0,7.0,22.0,7.0,3.0,8.0,California,56.0,25.0,31.0,77.0,91.0,79.0,86.0,80.0,72.0,41.0,15.0,59.0,24.0,1.0,0.0,0.0,35.0,67.0,30.0,63.0,65.0,85.0,67.0,74.0,Full-Time,,Female,30.0
sub01497,16.0,98.0,96.0,86.0,66.0,56.0,75.0,63.0,58.0,45.0,26.0,2.0,1.0,0.0,0.0,0.0,60.0,53.0,18.0,28.0,48.0,64.0,78.0,28.0,California,61.0,90.0,21.0,87.0,11.0,51.0,67.0,73.0,19.0,65.0,83.0,5.0,0.0,0.0,0.0,0.0,33.0,86.0,10.0,28.0,42.0,98.0,100.0,84.0,"Not in paid work (e.g. homemaker, retired or disabled)",No,Female,50.0
sub00622,35.0,29.0,76.0,76.0,73.0,64.0,52.0,55.0,53.0,53.0,65.0,0.0,0.0,0.0,0.0,0.0,8.0,84.0,100.0,84.0,100.0,100.0,98.0,100.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,41.0
sub00002,29.0,44.0,53.0,34.0,65.0,45.0,60.0,47.0,46.0,45.0,61.0,44.0,26.0,18.0,11.0,6.0,43.0,35.0,57.0,50.0,74.0,62.0,65.0,62.0,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Male,
sub01195,44.0,69.0,6.0,70.0,37.0,25.0,42.0,54.0,78.0,33.0,3.0,63.0,43.0,31.0,4.0,0.0,2.0,3.0,6.0,0.0,100.0,7.0,38.0,20.0,California,63.0,61.0,0.0,58.0,58.0,60.0,64.0,69.0,64.0,58.0,3.0,82.0,40.0,19.0,0.0,0.0,24.0,8.0,19.0,12.0,98.0,40.0,70.0,61.0,Part-Time,No,Female,
sub01438,48.0,37.0,17.0,59.0,48.0,54.0,61.0,67.0,66.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,24.0,20.0,73.0,66.0,4.0,47.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,23.0
sub00836,49.0,12.0,18.0,91.0,77.0,52.0,50.0,50.0,26.0,53.0,2.0,85.0,88.0,100.0,100.0,100.0,17.0,10.0,0.0,64.0,4.0,0.0,1.0,13.0,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Male,39.0
sub01180,79.0,30.0,37.0,52.0,74.0,72.0,79.0,73.0,84.0,64.0,59.0,28.0,5.0,0.0,0.0,0.0,27.0,82.0,18.0,87.0,90.0,100.0,73.0,85.0,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,26.0
sub01459,13.0,100.0,10.0,9.0,6.0,8.0,11.0,57.0,25.0,59.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,89.0,82.0,96.0,88.0,93.0,38.0,82.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,77.0
sub01127,52.0,28.0,15.0,49.0,71.0,53.0,52.0,52.0,97.0,50.0,72.0,51.0,51.0,51.0,51.0,4.0,10.0,8.0,7.0,51.0,88.0,86.0,84.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,30.0
sub00087,17.0,61.0,74.0,44.0,21.0,22.0,27.0,11.0,79.0,76.0,4.0,51.0,50.0,32.0,18.0,15.0,3.0,5.0,3.0,3.0,91.0,1.0,42.0,76.0,California,26.0,53.0,73.0,36.0,20.0,25.0,28.0,30.0,58.0,44.0,90.0,11.0,2.0,0.0,0.0,0.0,13.0,28.0,5.0,3.0,100.0,76.0,72.0,81.0,Part-Time,No,Male,59.0
sub01527,16.0,5.0,51.0,42.0,29.0,23.0,19.0,14.0,23.0,14.0,66.0,14.0,8.0,1.0,5.0,6.0,4.0,30.0,13.0,50.0,74.0,100.0,74.0,84.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,41.0
sub00802,51.0,25.0,0.0,69.0,53.0,40.0,70.0,52.0,83.0,19.0,0.0,87.0,45.0,27.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,79.0,0.0,97.0,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,32.0
sub00628,23.0,52.0,0.0,82.0,64.0,81.0,71.0,68.0,18.0,33.0,9.0,48.0,20.0,12.0,0.0,0.0,20.0,44.0,0.0,0.0,75.0,94.0,63.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,27.0
sub01132,66.0,17.0,29.0,44.0,93.0,59.0,87.0,89.0,59.0,70.0,59.0,15.0,0.0,0.0,0.0,0.0,6.0,63.0,34.0,15.0,49.0,67.0,14.0,100.0,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,35.0
sub00443,54.0,68.0,100.0,100.0,72.0,72.0,85.0,100.0,44.0,94.0,0.0,46.0,31.0,11.0,0.0,0.0,0.0,12.0,100.0,5.0,100.0,19.0,0.0,100.0,California,89.0,76.0,69.0,95.0,96.0,100.0,100.0,100.0,53.0,88.0,14.0,59.0,50.0,11.0,0.0,0.0,0.0,53.0,100.0,0.0,100.0,65.0,38.0,100.0,Unemployed (and job seeking),No,Female,25.0
sub00829,2.0,39.0,100.0,44.0,6.0,15.0,38.0,50.0,50.0,44.0,44.0,50.0,36.0,0.0,0.0,0.0,38.0,28.0,39.0,23.0,81.0,52.0,76.0,50.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,52.0
sub00398,52.0,65.0,37.0,82.0,58.0,32.0,61.0,60.0,53.0,59.0,8.0,86.0,67.0,43.0,3.0,0.0,6.0,22.0,16.0,18.0,97.0,78.0,19.0,88.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Female,59.0
sub00371,78.0,90.0,89.0,75.0,83.0,88.0,86.0,86.0,51.0,27.0,76.0,7.0,0.0,0.0,0.0,0.0,15.0,82.0,36.0,75.0,67.0,73.0,66.0,100.0,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,54.0
sub01317,15.0,8.0,0.0,59.0,68.0,77.0,91.0,94.0,14.0,69.0,0.0,79.0,75.0,60.0,38.0,16.0,0.0,0.0,11.0,11.0,64.0,76.0,10.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker, retired or disabled)",Yes,Male,22.0
sub00279,35.0,62.0,23.0,60.0,35.0,31.0,44.0,42.0,16.0,18.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,21.0,60.0,100.0,100.0,77.0,100.0,100.0,California,30.0,75.0,100.0,63.0,25.0,25.0,43.0,53.0,4.0,58.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,32.0,80.0,100.0,100.0,100.0,100.0,,,Male,66.0
sub00431,94.0,67.0,91.0,88.0,93.0,80.0,79.0,91.0,53.0,71.0,9.0,6.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,61.0,100.0,100.0,100.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,38.0
sub00214,20.0,48.0,19.0,59.0,59.0,21.0,48.0,50.0,62.0,49.0,5.0,73.0,66.0,52.0,35.0,25.0,0.0,0.0,0.0,0.0,35.0,24.0,20.0,57.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub00466,2.0,11.0,96.0,73.0,0.0,3.0,31.0,26.0,95.0,68.0,14.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,27.0
sub00155,98.0,50.0,65.0,80.0,96.0,85.0,88.0,88.0,24.0,74.0,81.0,0.0,0.0,0.0,0.0,2.0,5.0,59.0,8.0,95.0,47.0,86.0,10.0,77.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,42.0
sub00468,26.0,56.0,58.0,70.0,37.0,43.0,55.0,50.0,42.0,41.0,60.0,16.0,1.0,2.0,2.0,0.0,30.0,63.0,72.0,74.0,75.0,83.0,74.0,79.0,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Male,30.0
sub00263,86.0,14.0,62.0,79.0,91.0,97.0,94.0,100.0,83.0,77.0,11.0,66.0,67.0,65.0,67.0,62.0,0.0,0.0,0.0,8.0,65.0,0.0,0.0,76.0,California,89.0,14.0,87.0,81.0,85.0,90.0,100.0,92.0,73.0,68.0,74.0,43.0,24.0,5.0,0.0,0.0,1.0,16.0,15.0,56.0,81.0,87.0,29.0,83.0,Part-Time,Yes,Male,23.0
sub00814,51.0,0.0,51.0,69.0,92.0,90.0,78.0,79.0,7.0,51.0,66.0,77.0,75.0,79.0,80.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,California,77.0,14.0,50.0,94.0,71.0,50.0,50.0,50.0,36.0,49.0,100.0,50.0,50.0,50.0,51.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Full-Time,Yes,Female,34.0
sub01504,34.0,86.0,11.0,73.0,82.0,31.0,33.0,29.0,66.0,81.0,51.0,13.0,0.0,0.0,0.0,0.0,5.0,94.0,0.0,1.0,92.0,86.0,78.0,52.0,California,81.0,77.0,52.0,78.0,88.0,64.0,69.0,79.0,100.0,75.0,61.0,0.0,0.0,0.0,0.0,0.0,18.0,100.0,0.0,0.0,100.0,73.0,48.0,78.0,Full-Time,No,Male,40.0
sub00955,54.0,88.0,1.0,100.0,50.0,90.0,100.0,100.0,82.0,87.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.0,65.0,100.0,100.0,100.0,100.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,68.0
sub00262,45.0,72.0,68.0,78.0,82.0,75.0,79.0,77.0,79.0,71.0,43.0,36.0,65.0,77.0,29.0,19.0,43.0,66.0,75.0,42.0,77.0,80.0,91.0,74.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,31.0
sub00614,75.0,83.0,54.0,83.0,97.0,78.0,82.0,81.0,63.0,91.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,56.0,100.0,100.0,84.0,100.0,100.0,93.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,57.0
sub00979,62.0,38.0,100.0,100.0,52.0,100.0,79.0,14.0,74.0,69.0,100.0,49.0,0.0,0.0,0.0,1.0,51.0,100.0,100.0,0.0,100.0,0.0,0.0,1.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Female,57.0
sub00582,74.0,80.0,17.0,87.0,89.0,70.0,66.0,70.0,71.0,69.0,1.0,58.0,28.0,6.0,0.0,0.0,0.0,5.0,30.0,28.0,65.0,3.0,6.0,46.0,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Male,36.0
sub00361,65.0,10.0,2.0,50.0,75.0,71.0,72.0,71.0,89.0,28.0,0.0,96.0,80.0,51.0,28.0,11.0,0.0,0.0,3.0,13.0,97.0,1.0,8.0,100.0,California,66.0,12.0,7.0,53.0,75.0,83.0,72.0,71.0,70.0,23.0,17.0,61.0,57.0,43.0,7.0,0.0,0.0,17.0,8.0,49.0,80.0,74.0,70.0,100.0,Full-Time,No,Female,53.0
sub00064,62.0,65.0,29.0,66.0,64.0,25.0,100.0,67.0,74.0,73.0,18.0,83.0,82.0,63.0,42.0,29.0,44.0,23.0,15.0,9.0,60.0,17.0,16.0,74.0,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,
sub00640,49.0,50.0,61.0,65.0,52.0,51.0,66.0,80.0,91.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,29.0,93.0,10.0,72.0,81.0,100.0,100.0,50.0,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,49.0
sub01485,26.0,47.0,65.0,86.0,50.0,58.0,44.0,58.0,41.0,67.0,54.0,9.0,0.0,0.0,0.0,0.0,26.0,77.0,88.0,79.0,100.0,50.0,76.0,61.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,26.0
sub00474,79.0,66.0,50.0,82.0,73.0,77.0,64.0,69.0,50.0,44.0,17.0,26.0,9.0,4.0,0.0,0.0,0.0,87.0,0.0,82.0,83.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,42.0
sub00209,64.0,50.0,78.0,55.0,75.0,67.0,66.0,70.0,57.0,55.0,80.0,43.0,30.0,12.0,0.0,0.0,27.0,55.0,69.0,62.0,91.0,91.0,90.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,39.0
sub01498,51.0,17.0,10.0,42.0,50.0,66.0,82.0,45.0,51.0,51.0,49.0,20.0,6.0,0.0,0.0,0.0,10.0,30.0,18.0,17.0,82.0,85.0,51.0,98.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,29.0
sub01581,42.0,15.0,4.0,3.0,40.0,43.0,43.0,40.0,63.0,20.0,4.0,66.0,76.0,78.0,80.0,80.0,5.0,8.0,9.0,0.0,61.0,0.0,0.0,2.0,California,65.0,22.0,10.0,28.0,67.0,70.0,71.0,72.0,70.0,19.0,41.0,60.0,51.0,35.0,28.0,26.0,28.0,33.0,45.0,42.0,59.0,42.0,21.0,50.0,Full-Time,No,Male,32.0
sub00522,20.0,13.0,65.0,38.0,17.0,28.0,16.0,14.0,66.0,67.0,78.0,6.0,1.0,0.0,0.0,0.0,20.0,75.0,15.0,83.0,88.0,69.0,100.0,82.0,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Male,31.0
sub00706,28.0,19.0,31.0,20.0,28.0,29.0,37.0,55.0,56.0,42.0,43.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,0.0,0.0,46.0,19.0,20.0,49.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Female,32.0
sub00063,42.0,91.0,87.0,48.0,50.0,69.0,48.0,55.0,32.0,61.0,56.0,18.0,0.0,0.0,0.0,0.0,33.0,44.0,45.0,32.0,71.0,71.0,85.0,34.0,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,37.0
sub01144,51.0,51.0,31.0,89.0,83.0,79.0,76.0,81.0,73.0,65.0,78.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,39.0
sub01351,61.0,81.0,92.0,69.0,94.0,54.0,75.0,49.0,68.0,81.0,41.0,10.0,4.0,0.0,0.0,0.0,25.0,76.0,61.0,78.0,97.0,95.0,76.0,97.0,Washington,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,35.0
sub01583,37.0,60.0,73.0,77.0,29.0,39.0,51.0,64.0,34.0,58.0,19.0,79.0,49.0,24.0,2.0,0.0,15.0,17.0,16.0,11.0,19.0,19.0,8.0,1.0,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,48.0
sub00024,4.0,58.0,54.0,49.0,20.0,30.0,45.0,55.0,79.0,51.0,37.0,49.0,41.0,19.0,15.0,2.0,14.0,17.0,48.0,44.0,52.0,46.0,36.0,67.0,California,13.0,17.0,51.0,76.0,51.0,36.0,31.0,50.0,86.0,53.0,58.0,54.0,29.0,18.0,9.0,0.0,24.0,24.0,44.0,65.0,23.0,66.0,66.0,75.0,Full-Time,No,Male,36.0
sub00768,98.0,33.0,41.0,62.0,72.0,80.0,95.0,52.0,78.0,43.0,75.0,68.0,2.0,0.0,0.0,0.0,12.0,28.0,22.0,30.0,27.0,89.0,32.0,81.0,Washington,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,21.0
sub01442,25.0,74.0,51.0,86.0,65.0,32.0,100.0,75.0,57.0,91.0,6.0,71.0,57.0,49.0,43.0,34.0,17.0,17.0,36.0,25.0,78.0,13.0,21.0,64.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Male,25.0
sub00573,65.0,29.0,79.0,67.0,88.0,76.0,88.0,98.0,96.0,100.0,3.0,79.0,90.0,87.0,62.0,48.0,3.0,93.0,2.0,2.0,98.0,15.0,4.0,88.0,California,89.0,12.0,32.0,74.0,95.0,69.0,90.0,89.0,95.0,98.0,11.0,14.0,1.0,0.0,0.0,0.0,7.0,94.0,1.0,2.0,98.0,15.0,11.0,97.0,Full-Time,No,Female,42.0
sub00901,76.0,3.0,30.0,51.0,97.0,79.0,53.0,50.0,77.0,33.0,57.0,7.0,0.0,0.0,0.0,0.0,0.0,92.0,34.0,78.0,89.0,95.0,96.0,100.0,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,31.0
sub00049,7.0,29.0,35.0,51.0,8.0,16.0,34.0,41.0,66.0,34.0,17.0,53.0,32.0,18.0,10.0,7.0,9.0,7.0,10.0,15.0,67.0,29.0,13.0,68.0,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker, retired or disabled)",No,Female,35.0
sub01298,3.0,51.0,51.0,50.0,2.0,4.0,1.0,5.0,50.0,50.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,51.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,38.0
sub01514,100.0,66.0,33.0,88.0,100.0,100.0,100.0,100.0,98.0,36.0,20.0,87.0,71.0,63.0,60.0,52.0,0.0,34.0,36.0,33.0,57.0,12.0,2.0,100.0,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Male,54.0
sub01264,7.0,30.0,59.0,42.0,5.0,6.0,10.0,7.0,20.0,31.0,0.0,86.0,92.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,California,5.0,49.0,9.0,32.0,26.0,27.0,27.0,31.0,50.0,19.0,2.0,61.0,17.0,2.0,2.0,0.0,14.0,8.0,1.0,0.0,3.0,58.0,74.0,6.0,Full-Time,No,Male,50.0
sub00348,77.0,10.0,46.0,49.0,95.0,90.0,74.0,80.0,94.0,67.0,39.0,36.0,58.0,36.0,0.0,0.0,20.0,36.0,63.0,40.0,72.0,65.0,96.0,65.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,34.0
sub01146,17.0,36.0,3.0,50.0,59.0,50.0,51.0,41.0,82.0,30.0,15.0,81.0,70.0,54.0,41.0,24.0,43.0,38.0,21.0,63.0,85.0,81.0,49.0,50.0,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
sub00569,86.0,52.0,11.0,55.0,94.0,98.0,100.0,97.0,100.0,49.0,1.0,77.0,85.0,88.0,85.0,88.0,24.0,0.0,4.0,4.0,41.0,16.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,29.0
sub00769,81.0,28.0,83.0,79.0,70.0,73.0,72.0,78.0,70.0,60.0,58.0,53.0,31.0,13.0,0.0,0.0,70.0,67.0,73.0,72.0,73.0,72.0,76.0,54.0,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,34.0
sub00007,51.0,21.0,75.0,53.0,45.0,53.0,55.0,51.0,26.0,47.0,12.0,2.0,0.0,0.0,0.0,0.0,98.0,23.0,8.0,0.0,100.0,0.0,50.0,4.0,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,31.0
sub01469,2.0,49.0,16.0,75.0,10.0,15.0,35.0,50.0,30.0,50.0,5.0,75.0,80.0,75.0,50.0,25.0,10.0,5.0,2.0,15.0,10.0,5.0,5.0,50.0,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,62.0
sub01054,81.0,95.0,80.0,52.0,93.0,85.0,83.0,89.0,56.0,91.0,0.0,50.0,21.0,4.0,1.0,0.0,0.0,37.0,0.0,82.0,78.0,73.0,2.0,1.0,California,91.0,97.0,56.0,57.0,100.0,94.0,88.0,92.0,84.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,3.0,85.0,100.0,100.0,0.0,16.0,Full-Time,No,Female,50.0
sub01172,87.0,81.0,77.0,86.0,78.0,92.0,62.0,78.0,62.0,76.0,93.0,98.0,87.0,67.0,58.0,81.0,92.0,98.0,63.0,83.0,98.0,69.0,69.0,75.0,California,90.0,96.0,73.0,92.0,65.0,89.0,83.0,84.0,94.0,77.0,85.0,88.0,28.0,2.0,0.0,0.0,4.0,77.0,89.0,94.0,76.0,96.0,100.0,88.0,Full-Time,No,Male,24.0
sub00995,32.0,47.0,59.0,62.0,45.0,54.0,62.0,62.0,50.0,62.0,33.0,56.0,43.0,21.0,2.0,0.0,33.0,39.0,39.0,32.0,70.0,63.0,68.0,51.0,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,24.0
sub00909,49.0,65.0,100.0,63.0,85.0,100.0,100.0,100.0,100.0,61.0,0.0,10.0,0.0,0.0,0.0,0.0,19.0,60.0,100.0,100.0,29.0,100.0,0.0,85.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,38.0
sub00499,54.0,25.0,0.0,67.0,76.0,75.0,76.0,78.0,73.0,57.0,80.0,86.0,72.0,38.0,6.0,0.0,35.0,1.0,69.0,0.0,100.0,62.0,55.0,75.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,Female,30.0
sub00194,20.0,34.0,18.0,40.0,38.0,42.0,32.0,44.0,71.0,54.0,3.0,21.0,9.0,2.0,0.0,0.0,6.0,7.0,5.0,3.0,55.0,23.0,38.0,11.0,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Female,20.0
sub01390,67.0,29.0,24.0,14.0,78.0,71.0,59.0,51.0,39.0,28.0,0.0,30.0,11.0,0.0,0.0,0.0,0.0,23.0,11.0,58.0,82.0,87.0,34.0,100.0,California,66.0,29.0,50.0,27.0,36.0,57.0,50.0,48.0,62.0,22.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,68.0,30.0,55.0,86.0,82.0,24.0,100.0,Part-Time,No,Female,28.0
sub01327,70.0,66.0,22.0,100.0,84.0,100.0,100.0,100.0,100.0,90.0,100.0,15.0,3.0,0.0,1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,43.0
